"URI de la canción","Nombre de la canción","URI(s) del artista","Nombre(s) del artista","URI del álbum","Nombre del álbum","URI(s) del artista del álbum","Nombre(s) del artista del álbum","Fecha de lanzamiento del álbum","URL de la imagen del álbum","Número de disco","Número de la canción","Duración de la canción (ms)","URL de vista previa de la canción","Explícito","Popularidad","ISRC","Añadido por","Añadido en"
"spotify:track:7w87IxuO7BDcJ3YUqCyMTT","Pumped Up Kicks","spotify:artist:7gP3bB2nilZXLfPHJhMdvc","Foster The People","spotify:album:7Kmmw7Z5D2UD5MVwdm10sT","Torches","spotify:artist:7gP3bB2nilZXLfPHJhMdvc","Foster The People","2011-05-23","https://i.scdn.co/image/ab67616d0000b273121d5f92cf90576907dfb1e5","1","2","239600","https://p.scdn.co/mp3-preview/2213bf4173a9b50a807a30121ed6b559a7778209?cid=9950ac751e34487dbbe027c4fd7f8e99","false","83","USSM11002931","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-30T03:27:54Z"
"spotify:track:5ww2BF9slyYgNOk37BlC4u","La Bachata","spotify:artist:0tmwSHipWxN12fsoLcFU3B","Manuel Turizo","spotify:album:1TpGeAzOJgAGdPkcWl95r2","La Bachata","spotify:artist:0tmwSHipWxN12fsoLcFU3B","Manuel Turizo","2022-05-26","https://i.scdn.co/image/ab67616d0000b273c9f744b0d62da795bc21d04a","1","1","162637","https://p.scdn.co/mp3-preview/0232b53fd7849e6696e1ab3099dd01dd00823f17?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","QZDYA1800087","spotify:user:mn5p25u214rrj1ehw4tvolww5","2023-03-03T09:29:06Z"
"spotify:track:3S0OXQeoh0w6AY8WQVckRW","I'm Yours","spotify:artist:4phGZZrJZRo4ElhRtViYdl","Jason Mraz","spotify:album:1UwzOp5hn3lAbOqsAfXBw8","We Sing. We Dance. We Steal Things. (Bonus Tracks Version)","spotify:artist:4phGZZrJZRo4ElhRtViYdl","Jason Mraz","2008-05-01","https://i.scdn.co/image/ab67616d0000b27333091fbb40edc2249e682bf2","1","2","242946","https://p.scdn.co/mp3-preview/0952568e496914bb61383588ac417ec70abefc1d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","USEE10800667","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-29T18:01:24Z"
"spotify:track:0bYg9bo50gSsH3LtXe2SQn","All I Want for Christmas Is You","spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ","Mariah Carey","spotify:album:61ulfFSmmxMhc2wCdmdMkN","Merry Christmas","spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ","Mariah Carey","1994-10-28","https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f","1","2","241106","https://p.scdn.co/mp3-preview/6b1557cd25d543940a3decd85a7bf2bc136c51f8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","86","USSM19400325","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-30T06:01:23Z"
"spotify:track:67BtfxlNbhBmCDR2L2l8qd","MONTERO (Call Me By Your Name)","spotify:artist:7jVv8c5Fj3E9VhNjxT4snq","Lil Nas X","spotify:album:2Hjcfw8zHN4dJDZJGOzLd6","MONTERO (Call Me By Your Name)","spotify:artist:7jVv8c5Fj3E9VhNjxT4snq","Lil Nas X","2021-03-31","https://i.scdn.co/image/ab67616d0000b273664034dd80e91b28f773598d","1","1","137875","https://p.scdn.co/mp3-preview/f653a289186d0de9a7685e2958ed5d86e073f3c0?cid=9950ac751e34487dbbe027c4fd7f8e99","true","68","USSM12100531","spotify:user:mn5p25u214rrj1ehw4tvolww5","2021-07-01T01:16:00Z"
"spotify:track:1eq1wUnLVLg4pdEfx9kajC","Rolling in the Deep","spotify:artist:4dpARuHxo51G3z768sgnrY","Adele","spotify:album:7n3QJc7TBOxXtlYh4Ssll8","21","spotify:artist:4dpARuHxo51G3z768sgnrY","Adele","2011-01-19","https://i.scdn.co/image/ab67616d0000b273ba764098164f221484bcc309","1","1","228093","https://p.scdn.co/mp3-preview/d2d7e717c72a4fa08b3a8b22722c7369e8aa587d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","1","GBBKS1000335","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-30T05:38:18Z"
"spotify:track:3tjFYV6RSFtuktYl3ZtYcq","Mood (feat. iann dior)","spotify:artist:6fWVd57NKTalqvmjRd2t8Z, spotify:artist:6ASri4ePR7RlsvIQgWPJpS","24kGoldn, iann dior","spotify:album:4YMnOf4a7obOcN1Gy2QEuM","Mood (feat. iann dior)","spotify:artist:6fWVd57NKTalqvmjRd2t8Z, spotify:artist:6ASri4ePR7RlsvIQgWPJpS","24kGoldn, iann dior","2020-07-24","https://i.scdn.co/image/ab67616d0000b273ff8c985ecb3b7c5f847be357","1","1","140525","https://p.scdn.co/mp3-preview/c425299d5996843fc24308b896f7ce60fd262c99?cid=9950ac751e34487dbbe027c4fd7f8e99","true","5","USQX92003025","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-11-29T17:05:23Z"
"spotify:track:62yJjFtgkhUrXktIoSjgP2","Radioactive","spotify:artist:53XhwfbYqKCa1cC15pYq2q","Imagine Dragons","spotify:album:6nxDQi0FeEwccEPJeNySoS","Night Visions","spotify:artist:53XhwfbYqKCa1cC15pYq2q","Imagine Dragons","2012-09-04","https://i.scdn.co/image/ab67616d0000b273407bd04707c463bbb3410737","1","1","186813","https://p.scdn.co/mp3-preview/10a6946f6466990d6ffee5821d745999c1492932?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","USUM71201074","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-29T17:52:27Z"
"spotify:track:748mdHapucXQri7IAO8yFK","Kiss Me More (feat. SZA)","spotify:artist:5cj0lLjcoR7YOSnhnX0Po5, spotify:artist:7tYKF4w9nC0nq9CsPZTHyP","Doja Cat, SZA","spotify:album:1OnzqJTL9bwe4kvaLxRYxt","Kiss Me More (feat. SZA)","spotify:artist:5cj0lLjcoR7YOSnhnX0Po5, spotify:artist:7tYKF4w9nC0nq9CsPZTHyP","Doja Cat, SZA","2021-04-09","https://i.scdn.co/image/ab67616d0000b2736c031afd210aed3084f80956","1","1","208866","https://p.scdn.co/mp3-preview/2903cc27c1a5bd03f247a7f83ace394c36d3c75f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","67","USRC12100543","spotify:user:mn5p25u214rrj1ehw4tvolww5","2021-08-29T10:54:59Z"
"spotify:track:5ChkMS8OtdzJeqyybCc9R5","Billie Jean","spotify:artist:3fMbdgg4jU18AjLCKBhRSm","Michael Jackson","spotify:album:1C2h7mLntPSeVYciMRTF4a","Thriller 25 Super Deluxe Edition","spotify:artist:3fMbdgg4jU18AjLCKBhRSm","Michael Jackson","2008-02-08","https://i.scdn.co/image/ab67616d0000b2734121faee8df82c526cbab2be","1","6","293826","https://p.scdn.co/mp3-preview/0f6b8a3524ec410020457da4cdd7717f9addce2f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","USSM19902991","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-30T04:28:41Z"
"spotify:track:0t1kP63rueHleOhQkYSXFY","Dynamite","spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX","BTS","spotify:album:6K4chJALBBMYmXjwgvqahx","Dynamite (DayTime Version)","spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX","BTS","2020-08-28","https://i.scdn.co/image/ab67616d0000b273755995e9ff2b1b0c753f5eb8","1","1","199053","https://p.scdn.co/mp3-preview/98e266fea9df84fa3e5ca84934c513211e89489b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","QM7282022872","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-12-28T15:34:00Z"
"spotify:track:2374M0fQpWi3dLnB54qaLX","Africa","spotify:artist:0PFtn5NtBbbUNbU9EAmIWF","TOTO","spotify:album:62U7xIHcID94o20Of5ea4D","Toto IV","spotify:artist:0PFtn5NtBbbUNbU9EAmIWF","TOTO","1982-04-08","https://i.scdn.co/image/ab67616d0000b2734a052b99c042dc15f933145b","1","10","295893","https://p.scdn.co/mp3-preview/86d951a680c33cca769822e0ef854c1b20301b32?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","USSM19801941","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-30T03:28:03Z"
"spotify:track:1vwCXIAjSkUxvn78Cmz84g","Blank Space","spotify:artist:06HL4z0CvFAxyc27GXpf02","Taylor Swift","spotify:album:4uUAUqIfSomFTbbjGp3TYp","1989","spotify:artist:06HL4z0CvFAxyc27GXpf02","Taylor Swift","2014-10-27","https://i.scdn.co/image/ab67616d0000b2736908b965e59de1f8fe30a1e3","1","2","231826","https://p.scdn.co/mp3-preview/a4930adb3f973bf4b162940844b8ccc46277dc16?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","USCJY1431309","spotify:user:mn5p25u214rrj1ehw4tvolww5","2022-01-22T04:09:47Z"
"spotify:track:3e9HZxeyfWwjeyPAMmWSSQ","thank u, next","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","spotify:album:2fYhqwDWXjbpjaIJPEfKFw","thank u, next","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","2019-02-08","https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8","1","11","207320","https://p.scdn.co/mp3-preview/651abd0ee3527e5434d2211d646c5720b47b4c21?cid=9950ac751e34487dbbe027c4fd7f8e99","true","79","USUM71819361","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-29T17:40:13Z"
"spotify:track:0gplL1WMoJ6iYaPgMCL0gX","Easy On Me","spotify:artist:4dpARuHxo51G3z768sgnrY","Adele","spotify:album:224jZ4sUX7OhAuMwaxp86S","Easy On Me","spotify:artist:4dpARuHxo51G3z768sgnrY","Adele","2021-10-14","https://i.scdn.co/image/ab67616d0000b27350dba34377a595e35f81b0e4","1","1","224694","https://p.scdn.co/mp3-preview/a0cd8077c79a4aa3dcaa68bbc5ecdeda46e8d13f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","USSM12105970","spotify:user:mn5p25u214rrj1ehw4tvolww5","2022-03-05T03:34:52Z"
"spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx","Me Porto Bonito","spotify:artist:4q3ewBCX7sLwd24euuV69X, spotify:artist:37230BxxYs9ksS7OkZw3IU","Bad Bunny, Chencho Corleone","spotify:album:3RQQmkQEvNCY4prGKE6oc5","Un Verano Sin Ti","spotify:artist:4q3ewBCX7sLwd24euuV69X","Bad Bunny","2022-05-06","https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72","1","3","178567","https://p.scdn.co/mp3-preview/5c80aedfe75d2bc15aa0e803993c43395d8054fe?cid=9950ac751e34487dbbe027c4fd7f8e99","true","81","QM6MZ2214877","spotify:user:mn5p25u214rrj1ehw4tvolww5","2022-10-18T02:27:53Z"
"spotify:track:13nZlZZYT0VkoUkcZ9j8fI","Sugar","spotify:artist:04gDigrS5kc9YWfZHwBETP","Maroon 5","spotify:album:3tawGkhiyexNEKVufU4SZX","V","spotify:artist:04gDigrS5kc9YWfZHwBETP","Maroon 5","2014-09-02","https://i.scdn.co/image/ab67616d0000b27387760f91a9e718d9a07226e9","1","5","235506","https://p.scdn.co/mp3-preview/cc47f6e9a15ae3d8ed3efc509b5efae366f7bc82?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","USUM71410466","spotify:user:mn5p25u214rrj1ehw4tvolww5","2022-04-03T09:22:05Z"
"spotify:track:09mEdoA6zrmBPgTEN5qXmN","Call Out My Name","spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd","spotify:album:4qZBW3f2Q8y0k1A84d4iAO","My Dear Melancholy,","spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd","2018-03-30","https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730","1","1","228373","https://p.scdn.co/mp3-preview/10abf114b144cbd4fc8638ac28aee1e58a7fac3e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","83","USUG11800560","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-30T06:07:32Z"
"spotify:track:0ct6r3EGTcMLPtrXHDvVjc","The Nights","spotify:artist:1vCWHaC5f2uS3yhpwWbIA6","Avicii","spotify:album:0h2knr6qpiAq0tV5ri5JMF","The Days / Nights","spotify:artist:1vCWHaC5f2uS3yhpwWbIA6","Avicii","2014-01-01","https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad","1","2","176658","https://p.scdn.co/mp3-preview/7866e9567e7398035a01f663104ea1c5c28d11b1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","83","CH3131340464","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-30T06:29:04Z"
"spotify:track:0BxE4FqsDD1Ot4YuBXwAPp","505","spotify:artist:7Ln80lUS6He07XvHI8qqHH","Arctic Monkeys","spotify:album:1XkGORuUX2QGOEIL4EbJKm","Favourite Worst Nightmare","spotify:artist:7Ln80lUS6He07XvHI8qqHH","Arctic Monkeys","2007-04-22","https://i.scdn.co/image/ab67616d0000b273b1f8da74f225fa1225cdface","1","12","253586","https://p.scdn.co/mp3-preview/24ad19af2d5feeeb0048bff59b4096960b415848?cid=9950ac751e34487dbbe027c4fd7f8e99","false","85","GBCEL0700074","spotify:user:mn5p25u214rrj1ehw4tvolww5","2022-10-14T07:41:20Z"
"spotify:track:0Y5oQHbgvGB1CNRfssbx3b","Somebody That I Used to Know","spotify:artist:2AsusXITU8P25dlRNhcAbG, spotify:artist:6hk7Yq1DU9QcCCrz9uc0Ti","Gotye, Kimbra","spotify:album:6BDfvBIJt8qGMUbYJTucgA","Making Mirrors","spotify:artist:2AsusXITU8P25dlRNhcAbG","Gotye","2022-10-31","https://i.scdn.co/image/ab67616d0000b273f26141514550e8a61486d42d","1","3","244884","https://p.scdn.co/mp3-preview/36e1e9984c1a58cb9699d80ad72dea8d3b824f95?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","AUZS21100040","spotify:user:mn5p25u214rrj1ehw4tvolww5","2022-11-03T11:24:30Z"
"spotify:track:2GMQdbxFV8oZA7jQDx791P","Mockingbird","spotify:artist:7dGJo4pcD2V6oG8kP0tJRR","Eminem","spotify:album:7dZYetDaYLHSJii2hrg9my","Mockingbird","spotify:artist:7dGJo4pcD2V6oG8kP0tJRR","Eminem","2005-04-25","https://i.scdn.co/image/ab67616d0000b2731303ee5b2e9a7a294efa35da","1","1","252186","https://p.scdn.co/mp3-preview/08091a79bc2152166fafc77960fcd2bf2342eb1a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","45","USIR10400813","spotify:user:mn5p25u214rrj1ehw4tvolww5","2023-01-13T01:12:21Z"
"spotify:track:5cF0dROlMOK5uNZtivgu50","Attention","spotify:artist:6VuMaDnrHyPL1p4EHjYLi7","Charlie Puth","spotify:album:0mZIUXje90JtHxPNzWsJNR","Voicenotes","spotify:artist:6VuMaDnrHyPL1p4EHjYLi7","Charlie Puth","2018-05-11","https://i.scdn.co/image/ab67616d0000b273897f73256b9128a9d70eaf66","1","2","208786","https://p.scdn.co/mp3-preview/db76d34af2f966975e0c1b8b9e43dca882e27229?cid=9950ac751e34487dbbe027c4fd7f8e99","false","82","USAT21700928","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-29T17:55:08Z"
"spotify:track:4uUG5RXrOk84mYEfFvj3cK","I'm Good (Blue)","spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:64M6ah0SkkRsnPGtGiRAbb","David Guetta, Bebe Rexha","spotify:album:7M842DMhYVALrXsw3ty7B3","I'm Good (Blue)","spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:64M6ah0SkkRsnPGtGiRAbb","David Guetta, Bebe Rexha","2022-08-26","https://i.scdn.co/image/ab67616d0000b273933c036cd61cd40d3f17a9c4","1","1","175238","https://p.scdn.co/mp3-preview/c1de960c1a98f7ab652331e5223c50baba75c460?cid=9950ac751e34487dbbe027c4fd7f8e99","true","84","UKWLG2200055","spotify:user:mn5p25u214rrj1ehw4tvolww5","2023-04-30T01:18:14Z"
"spotify:track:6b2oQwSGFkzsMtQruIWm2p","Creep","spotify:artist:4Z8W4fKeB5YxbusRsdQVPb","Radiohead","spotify:album:6400dnyeDyD2mIFHfkwHXN","Pablo Honey","spotify:artist:4Z8W4fKeB5YxbusRsdQVPb","Radiohead","1993-02-22","https://i.scdn.co/image/ab67616d0000b2732f85b65d3ac4d3d7f806ca11","1","2","238640","https://p.scdn.co/mp3-preview/713b601d02641a850f2a3e6097aacaff52328d57?cid=9950ac751e34487dbbe027c4fd7f8e99","true","28","GBAYE9200070","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-30T06:43:43Z"
"spotify:track:6i0V12jOa3mr6uu4WYhUBr","Heathens","spotify:artist:3YQKmKGau1PzlVlkL1iodx","Twenty One Pilots","spotify:album:3J8W9AOjQhnBLCX33m3atT","Heathens","spotify:artist:3YQKmKGau1PzlVlkL1iodx","Twenty One Pilots","2016-06-16","https://i.scdn.co/image/ab67616d0000b2732ca3ba8f334ca5a5f0312efb","1","1","195920","https://p.scdn.co/mp3-preview/31b8d72a9480d06d28846b843539b8b5e58696db?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","USAT21601930","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-29T17:50:41Z"
"spotify:track:7lQWRAjyhTpCWFC0jmclT4","Gangsta's Paradise","spotify:artist:3y24n3XhZ96wgwRXjvS17T, spotify:artist:2LhsePRtgCo4THVKULQBL7","Coolio, L.V.","spotify:album:0fYctMs4EvoEqzDh8Kmg5g","Gangsta's Paradise","spotify:artist:3y24n3XhZ96wgwRXjvS17T","Coolio","1995-11-07","https://i.scdn.co/image/ab67616d0000b2737632fe25cd368dc205927f0c","1","2","240693","https://p.scdn.co/mp3-preview/1454c63a66c27ac745f874d6c113270a9c62d28e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","20","USTB10400128","spotify:user:mn5p25u214rrj1ehw4tvolww5","2021-02-27T02:31:23Z"
"spotify:track:0hVXuCcriWRGvwMV1r5Yn9","I Don't Care (with Justin Bieber)","spotify:artist:6eUKZXaKkcviH0Ku9w2n3V, spotify:artist:1uNFoZAHBGtllmzznpCI3s","Ed Sheeran, Justin Bieber","spotify:album:3oIFxDIo2fwuk4lwCmFZCx","No.6 Collaborations Project","spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","Ed Sheeran","2019-07-12","https://i.scdn.co/image/ab67616d0000b27373304ce0653c7758dd94b259","1","6","219946","https://p.scdn.co/mp3-preview/437f7bd0260739dd4b37fb89f6b75894e61afe3f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","GBAHS1900672","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-29T17:43:18Z"
"spotify:track:6ifUES3keWjwXgae8pXI3o","Me Rehúso","spotify:artist:5H1nN1SzW0qNeUEZvuXjAj","Danny Ocean","spotify:album:3pHFjWCK7d5YLtEuFwfR5N","54+1","spotify:artist:5H1nN1SzW0qNeUEZvuXjAj","Danny Ocean","2019-03-22","https://i.scdn.co/image/ab67616d0000b273d8243a13e6f41310a5fa7b96","1","3","205714","https://p.scdn.co/mp3-preview/a1f797b5e1c2f63a58b83da7f0c10dc57cbb1d69?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","USWL11900076","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-29T18:03:52Z"
"spotify:track:5O2P9iiztwhomNh8xkR9lJ","Night Changes","spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq","One Direction","spotify:album:4gCNyS7pidfK3rKWhB3JOY","FOUR (Deluxe)","spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq","One Direction","2014-11-17","https://i.scdn.co/image/ab67616d0000b273d304ba2d71de306812eebaf4","1","7","226600","https://p.scdn.co/mp3-preview/359be833b46b250c696bbb64caa5dc91f2a38c6a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","86","GBHMU1400165","spotify:user:mn5p25u214rrj1ehw4tvolww5","2022-11-23T02:33:58Z"
"spotify:track:4kbj5MwxO1bq9wjT5g9HaA","Shut Up and Dance","spotify:artist:6DIS6PRrLS3wbnZsf7vYic","WALK THE MOON","spotify:album:3mNoFlD1wsoXfkljfFzExT","TALKING IS HARD","spotify:artist:6DIS6PRrLS3wbnZsf7vYic","WALK THE MOON","2014-12-02","https://i.scdn.co/image/ab67616d0000b27343294cfa2688055c9d821bf3","1","3","199080","https://p.scdn.co/mp3-preview/4309fadd9a0d573c1fafcca507e024b3bb51266b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","83","USRC11401949","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-30T03:36:28Z"
"spotify:track:086myS9r57YsLbJpU0TgK9","Why'd You Only Call Me When You're High?","spotify:artist:7Ln80lUS6He07XvHI8qqHH","Arctic Monkeys","spotify:album:78bpIziExqiI9qztvNFlQu","AM","spotify:artist:7Ln80lUS6He07XvHI8qqHH","Arctic Monkeys","2013-09-09","https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163","1","9","161123","https://p.scdn.co/mp3-preview/be5453a4763510679fab61e39662ab0257458be6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","GBCEL1300370","spotify:user:mn5p25u214rrj1ehw4tvolww5","2021-11-08T17:42:38Z"
"spotify:track:0azC730Exh71aQlOt9Zj3y","This Is What You Came For","spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:5pKCCKE2ajJHZ9KAiaK11H","Calvin Harris, Rihanna","spotify:album:3pEgGUv379EDinvg1TN7Kt","This Is What You Came For","spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:5pKCCKE2ajJHZ9KAiaK11H","Calvin Harris, Rihanna","2016-04-29","https://i.scdn.co/image/ab67616d0000b273d9aa52355e062f5de060adbf","1","1","222160","https://p.scdn.co/mp3-preview/14138fec09bb5940b1ee11c3207663906970cf9b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","GBARL1600460","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-29T17:53:59Z"
"spotify:track:6RMcRHnCSYJaAo6lcxDAGD","Maps","spotify:artist:04gDigrS5kc9YWfZHwBETP","Maroon 5","spotify:album:3tawGkhiyexNEKVufU4SZX","V","spotify:artist:04gDigrS5kc9YWfZHwBETP","Maroon 5","2014-09-02","https://i.scdn.co/image/ab67616d0000b27387760f91a9e718d9a07226e9","1","1","190266","https://p.scdn.co/mp3-preview/36f41e3d1e62e771fc4ceed91877785935881063?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","USUM71407116","spotify:user:mn5p25u214rrj1ehw4tvolww5","2022-04-03T09:22:01Z"
"spotify:track:2P91MQbaiQOfbiz9VqhqKQ","I Like Me Better","spotify:artist:5JZ7CnR6gTvEMKX4g70Amv","Lauv","spotify:album:7lqieLm717j9Z8JrG7POkS","I met you when I was 18. (the playlist)","spotify:artist:5JZ7CnR6gTvEMKX4g70Amv","Lauv","2018-05-31","https://i.scdn.co/image/ab67616d0000b2735355919e31efac9b14c45c49","1","1","197436","https://p.scdn.co/mp3-preview/a3fe51b6fb09ecc36da4958029b78ec5bb96db7c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","3","GBWWP1702907","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-29T17:53:19Z"
"spotify:track:2iUXsYOEPhVqEBwsqP70rE","Youngblood","spotify:artist:5Rl15oVamLq7FbSb0NNBNy","5 Seconds of Summer","spotify:album:2D0Hi3Jj6RFnpWDcSa0Otu","Youngblood (Deluxe)","spotify:artist:5Rl15oVamLq7FbSb0NNBNy","5 Seconds of Summer","2018-06-15","https://i.scdn.co/image/ab67616d0000b27341aa6776dc15fbd71a2b4557","1","1","203417","https://p.scdn.co/mp3-preview/87357ede3ba123385a24c959696a6512b878430c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","GBUM71800366","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-29T17:59:34Z"
"spotify:track:0ofHAoxe9vBkTCp2UQIavz","Dreams - 2004 Remaster","spotify:artist:08GQAI4eElDnROBrJRGE0X","Fleetwood Mac","spotify:album:0BwWUstDMUbgq2NYONRqlu","Rumours (Super Deluxe)","spotify:artist:08GQAI4eElDnROBrJRGE0X","Fleetwood Mac","1977-02-04","https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b","1","2","257800","https://p.scdn.co/mp3-preview/30d63954de3ee9c0bc3600a4560260cb252d4fbd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","85","USWB11301111","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-11-30T18:00:18Z"
"spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","All The Stars (with SZA)","spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg, spotify:artist:7tYKF4w9nC0nq9CsPZTHyP","Kendrick Lamar, SZA","spotify:album:3pLdWdkj83EYfDN6H2N8MR","Black Panther The Album Music From And Inspired By","spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg, spotify:artist:7tYKF4w9nC0nq9CsPZTHyP","Kendrick Lamar, SZA","2018-02-09","https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888","1","2","232186","https://p.scdn.co/mp3-preview/330c6d6e5bfcc1bc831b6948b57ce9c98e7558bf?cid=9950ac751e34487dbbe027c4fd7f8e99","true","87","USUM71713947","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-30T04:17:23Z"
"spotify:track:0fea68AdmYNygeTGI4RC18","LA CANCIÓN","spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5, spotify:artist:4q3ewBCX7sLwd24euuV69X","J Balvin, Bad Bunny","spotify:album:6ylFfzx32ICw4L1A7YWNLN","OASIS","spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5, spotify:artist:4q3ewBCX7sLwd24euuV69X","J Balvin, Bad Bunny","2019-06-28","https://i.scdn.co/image/ab67616d0000b2734891d9b25d8919448388f3bb","1","5","242573","https://p.scdn.co/mp3-preview/844e315c5f4c8f76f322de603ed3820db6a46d6a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","USUM71911618","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-30T14:38:56Z"
"spotify:track:6qn9YLKt13AGvpq9jfO8py","We Found Love","spotify:artist:5pKCCKE2ajJHZ9KAiaK11H, spotify:artist:7CajNmpbOovFoOoasH2HaY","Rihanna, Calvin Harris","spotify:album:2g1EakEaW7fPTZC6vBmBCn","Talk That Talk","spotify:artist:5pKCCKE2ajJHZ9KAiaK11H","Rihanna","2011-11-18","https://i.scdn.co/image/ab67616d0000b273bef074de9ca825bddaeb9f46","1","3","215226","https://p.scdn.co/mp3-preview/3067667dfd88c43dbe49d977a03d7158cd02a06b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","USUM71115507","spotify:user:mn5p25u214rrj1ehw4tvolww5","2020-10-30T06:19:01Z"
